nucleus_id,type,area_px2,perimeter_px,eccentricity,circularity,centroid_x,centroid_y,image
63,3,100.0,48.62741661071777,0.8773430599727933,0.5314317145456774,152.22166666666666,141.48,00000
64,3,83.0,40.97056233882904,0.8532042649709703,0.6213611653361688,29.538152610441767,146.83132530120483,00000
65,3,207.5,62.870057106018066,0.7180827225639982,0.6596905386281239,167.93734939759037,148.19598393574296,00000
66,3,232.5,65.35533821582794,0.5706529218061847,0.6840229737533946,192.30465949820785,151.02652329749102,00000
67,3,112.0,45.455843448638916,0.8857198716461165,0.6811589155367801,69.37946428571429,149.53125,00000
68,3,377.0,95.25483322143555,0.7421886129581144,0.5221282268357567,145.1684350132626,153.2471264367816,00000
69,3,109.0,44.97056245803833,0.8064110728488568,0.6772978907145376,50.59021406727828,150.96330275229357,00000
70,1,48.5,26.727921724319458,0.5394992525676116,0.8531418004367026,239.3024054982818,153.5189003436426,00000
71,3,145.5,48.041630148887634,0.6091370641042755,0.7922046484752685,28.537227949599078,163.85223367697594,00000
72,3,169.5,53.21320307254791,0.8219896277786857,0.7522128774070287,169.32546705998033,163.68534906588002,00000
73,3,189.0,61.79898953437805,0.83426662339026,0.6218833366578322,191.94708994708995,166.679012345679,00000
74,3,73.0,36.97056245803833,0.7453483961397425,0.6711515669304657,210.54794520547946,169.03424657534248,00000
75,3,225.5,65.69848418235779,0.7924195014772589,0.6565165993620784,72.73540280857354,173.37989652623799,00000
76,1,29.5,19.899494767189026,0.41530014054349734,0.9361550398703974,49.112994350282484,174.88700564971748,00000
77,3,123.0,46.28427064418793,0.6601435604474214,0.7215195891213969,160.50542005420053,174.01761517615174,00000
78,3,94.0,42.97056245803833,0.7479089648403328,0.6397284143518673,180.67021276595744,175.6418439716312,00000
79,3,47.0,28.14213538169861,0.7156450735153439,0.7457506251104253,205.20212765957447,178.62765957446808,00000
80,3,158.0,53.455843448638916,0.8823998208002373,0.6948268271597887,86.89556962025317,180.50105485232066,00000
81,3,87.5,40.3847758769989,0.8779517269183682,0.6741903981634997,39.56952380952381,181.37142857142857,00000
82,3,30.5,21.071067690849304,0.6450464738325313,0.8632500631992441,176.0765027322404,187.0382513661202,00000
83,3,169.5,51.69848382472992,0.7528608019825992,0.7969369316040958,194.04228121927235,189.71484759095378,00000
84,3,102.0,40.97056245803833,0.6793456394617635,0.7636004638008547,58.34803921568628,192.82189542483658,00000
85,3,94.5,44.3847758769989,0.8674275611804604,0.6028005085983895,92.73544973544973,190.1005291005291,00000
86,3,77.0,33.31370830535889,0.5520924882276808,0.8718758165963687,74.01298701298701,193.1147186147186,00000
87,3,69.0,33.79898953437805,0.7882180193247854,0.759017032101058,36.07971014492754,196.47826086956522,00000
88,3,275.0,89.25483298301697,0.8843587946636208,0.4337895389079228,100.70242424242423,207.49636363636364,00000
89,3,158.5,59.21320307254791,0.9194262920297566,0.5680702186552338,185.13669821240796,200.29022082018926,00000
90,3,86.5,36.38477599620819,0.663304323476653,0.8210820547181279,78.84778420038535,205.15221579961462,00000
91,3,54.0,28.14213526248932,0.5493846125038067,0.8568198744070776,67.28703703703704,207.65740740740742,00000
92,3,127.0,46.62741661071777,0.8363647763579202,0.7340588463814054,27.792650918635168,212.01837270341207,00000
93,3,109.0,38.97056233882904,0.3776672481448477,0.9019096146905041,208.04128440366972,212.55963302752295,00000
94,3,58.0,29.313708305358887,0.5906815459190707,0.8481962218999632,54.824712643678154,214.5344827586207,00000
95,3,41.5,25.899494767189026,0.5460990724278447,0.777455206577133,84.38152610441766,216.289156626506,00000
96,3,169.5,51.21320295333862,0.745307684676172,0.8121115558700935,191.6912487708948,217.82202556538837,00000
97,3,116.5,43.55634891986847,0.7627301035728087,0.7716721968621129,4.406294706723891,221.22460658082974,00000
98,3,108.5,40.3847758769989,0.5139877540488275,0.8359960937227396,106.48694316436251,221.2227342549923,00000
99,3,106.5,44.041630148887634,0.8382898871966268,0.6899739604394718,21.38184663536776,224.44600938967136,00000
100,3,48.0,27.313708305358887,0.6071809003537315,0.8085181381420814,49.28125,224.66666666666666,00000
101,3,78.0,36.97056245803833,0.5441323314321189,0.717120852336662,32.99786324786324,224.70299145299143,00000
102,3,85.5,34.72792184352875,0.5784310901541543,0.8908783150824267,77.67056530214424,226.38791423001948,00000
103,3,40.5,27.55634891986847,0.8712670038239941,0.6702264097770968,172.46502057613168,228.19341563786006,00000
104,3,156.5,55.21320307254791,0.8884221812445084,0.6451167540028563,200.14802981895633,229.78700745473907,00000
105,3,120.5,44.041629910469055,0.47028612159047967,0.7806747712031018,98.70124481327801,232.24619640387274,00000
106,3,126.5,45.21320307254791,0.7514045893683915,0.7776243282608392,112.66139657444005,234.13438735177866,00000
107,3,98.0,42.627416491508484,0.8457476119691636,0.6777318802461965,65.60714285714286,235.4030612244898,00000
